,PctLess9thGrade,PctNotHSGrad,PctBSorMore,PctUnemployed,PctEmploy,PctHousOccup,PctHousOwnOcc,PctVacantBoarded,PctVacMore6Mos,racepctblack,racePctWhite,racePctAsian,racePctHisp,nonViolPerPop,ViolentCrimesPerPop,State
1043,8.11,18.34,25.58,4.57,70.09,96.77,61.28,1.3,14.26,1.4,82.99,7.9,22.84,4686.81,473.71,California
1044,3.31,11.4,30.97,3.42,73.97,96.51,47.03,4.51,13.18,1.98,83.64,9.48,10.65,5037.2,391.99,California
1045,4.75,11.47,39.85,2.23,71.32,94.04,35.76,0.62,10.2,2.93,86.62,7.32,7.81,6244.58,874.44,California
1046,28.35,47.5,8.91,17.0,49.98,96.11,50.63,7.28,25.34,4.63,57.62,1.62,53.82,6658.21,1230.71,California
1047,4.49,14.0,21.06,4.87,70.52,92.49,70.28,0.88,13.69,5.87,78.59,5.44,20.02,4352.73,340.63,California
1048,9.7,21.19,24.21,5.43,67.1,96.18,58.1,1.3,18.06,7.7,39.45,43.84,22.35,3115.05,579.84,California
1049,27.77,46.07,8.91,17.23,50.83,97.02,55.86,2.86,30.71,1.39,64.47,3.34,61.28,5630.64,1339.48,California
1050,4.66,15.42,27.15,3.94,65.75,96.64,74.99,2.95,24.4,3.0,83.04,7.18,18.37,3849.97,261.47,California
1051,4.12,10.4,35.8,4.81,66.16,91.78,62.24,0.54,12.68,1.18,89.76,3.17,13.78,4865.48,541.12,California
1052,7.97,19.24,19.18,4.78,61.92,95.96,59.99,1.39,37.6,0.38,90.3,2.09,15.24,4781.77,611.64,California
1053,2.62,9.37,37.02,3.55,73.68,95.68,85.7,0.39,20.97,5.66,63.66,24.89,17.02,2417.0,470.21,California
1054,5.96,19.01,16.64,8.74,55.53,95.84,53.47,2.38,24.36,1.05,92.6,3.27,3.96,6142.86,631.89,California
1055,4.53,12.15,27.19,3.68,62.6,96.68,72.17,0.0,19.13,1.6,86.34,6.35,12.09,2023.89,270.09,California
1056,5.03,14.36,31.76,9.2,55.23,95.17,32.86,1.14,23.38,1.82,89.47,4.0,8.69,6313.13,449.15,California
1057,10.05,25.21,15.82,8.9,58.57,95.2,58.46,1.2,14.76,2.68,80.56,7.89,16.34,6641.13,813.57,California
1058,1.53,5.01,57.87,2.86,62.66,97.43,89.43,1.13,40.38,0.42,83.69,15.02,3.35,1753.04,173.3,California
1059,5.15,17.65,16.86,4.9,60.2,95.63,64.48,0.48,26.82,8.91,78.84,3.81,15.9,3846.57,433.92,California
1060,26.03,46.16,9.96,8.41,56.21,96.94,49.32,2.77,32.56,0.62,35.44,34.33,49.66,3798.41,1262.31,California
1061,12.32,29.69,13.37,9.69,61.56,91.19,52.0,3.07,12.91,8.72,58.22,4.27,49.74,6878.83,1095.4,California
1062,11.29,25.6,16.14,6.21,65.8,96.86,59.6,1.31,12.93,1.5,67.32,20.51,23.47,5849.28,616.67,California
1063,37.18,59.31,5.41,9.65,61.12,97.22,54.61,1.86,19.88,1.18,38.97,1.43,82.74,4274.65,1129.23,California
1064,17.72,33.37,15.01,10.28,52.95,94.86,48.48,4.77,19.46,9.63,57.54,22.8,24.96,9600.36,1564.23,California
1065,42.9,58.07,7.6,23.83,48.85,96.2,53.38,2.03,24.8,2.35,24.26,21.54,62.45,6954.68,747.58,California
1066,6.78,20.72,18.03,8.55,54.62,94.53,50.72,5.59,31.37,1.43,88.19,4.39,4.8,10956.35,1089.42,California
1067,9.94,22.05,18.25,6.23,63.89,93.4,51.91,0.87,18.57,1.46,85.15,3.72,23.36,6481.43,624.28,California
1068,4.22,16.06,19.4,5.14,57.03,94.47,68.24,0.3,29.55,0.61,92.71,3.64,9.03,3461.87,696.31,California
1069,4.14,13.68,31.57,2.9,48.61,92.8,75.87,0.1,34.62,0.98,93.7,4.21,4.99,3412.22,243.44,California
1071,27.22,49.9,6.93,9.88,60.47,94.66,42.35,2.18,14.87,10.69,48.15,5.75,60.83,5359.15,1964.89,California
1072,3.32,9.64,32.37,3.66,67.45,89.19,58.59,0.0,16.54,0.67,91.56,2.71,12.86,2781.21,315.14,California
1073,4.66,14.28,36.89,9.44,53.91,96.37,43.17,0.44,18.78,1.22,91.62,2.69,4.74,7702.22,399.28,California
1074,9.5,22.53,20.58,4.49,70.57,96.57,67.41,0.72,34.41,8.58,43.92,33.44,25.08,4895.71,551.55,California
1075,1.59,4.79,53.58,2.33,62.98,96.61,81.73,1.14,21.52,1.89,76.19,20.51,5.32,1602.62,324.61,California
1076,6.25,16.88,21.91,4.6,62.0,95.73,63.74,2.64,27.38,0.62,71.93,19.51,18.85,2498.23,542.71,California
1077,7.87,21.37,21.13,5.3,73.12,97.81,72.18,0.0,6.69,4.32,68.6,15.94,22.9,5856.61,809.72,California
1078,4.68,12.91,37.06,3.96,72.41,95.09,48.9,0.24,9.39,3.43,71.63,19.33,13.17,3942.26,249.62,California
1079,3.76,10.76,35.8,3.63,64.86,92.75,47.78,0.52,15.33,1.38,91.58,4.83,6.0,3860.52,554.08,California
1080,3.62,12.46,21.82,5.31,70.65,96.36,55.84,0.2,12.85,2.65,89.22,4.77,8.94,4811.44,957.64,California
1081,30.14,46.41,10.66,10.99,59.76,95.24,47.82,3.39,40.89,0.73,55.14,5.55,60.86,7255.36,1513.08,California
1082,12.3,32.86,8.83,10.04,57.84,94.56,64.76,0.4,17.0,1.71,77.95,5.03,22.65,6867.67,611.64,California
1083,4.55,13.63,24.35,3.86,68.94,97.07,66.91,0.83,23.76,1.28,92.1,3.31,9.23,3570.27,517.46,California
1084,27.25,49.5,9.68,8.45,60.27,96.71,60.12,5.66,16.46,2.43,55.56,12.27,70.75,2998.85,604.42,California
1085,8.84,22.23,19.32,6.91,62.31,94.05,56.27,2.43,18.88,7.39,70.79,5.22,25.97,7621.71,1636.75,California
1086,10.13,24.87,18.15,5.72,66.08,97.0,62.77,3.74,13.16,1.11,69.63,22.55,19.07,5910.02,496.56,California
1087,11.44,25.79,11.82,5.53,56.41,96.9,67.89,1.0,10.98,9.75,67.31,3.44,36.17,5320.55,950.76,California
1088,3.64,13.32,24.25,4.93,61.71,96.08,48.24,0.42,11.18,3.0,90.24,3.09,9.78,5006.5,487.28,California
1089,20.28,39.19,14.61,6.73,58.24,97.0,48.35,2.26,25.22,0.97,47.05,15.11,67.6,5130.36,1285.83,California
1090,10.23,23.73,22.6,3.75,69.18,90.75,56.52,0.59,24.16,0.76,81.36,2.15,36.56,2557.38,480.87,California
1091,23.31,37.7,13.02,10.81,61.85,96.48,46.25,0.99,14.05,3.01,54.55,8.08,50.64,5828.13,1219.94,California
1092,6.8,19.04,19.2,6.55,62.7,93.69,61.88,2.02,26.36,21.15,50.46,22.95,10.78,6903.54,1448.54,California
1093,5.84,19.72,16.2,6.94,61.3,90.84,62.94,1.72,18.06,7.41,79.38,3.72,15.23,4063.11,1218.85,California
1094,8.38,20.32,22.92,5.12,65.27,95.29,45.7,1.24,21.17,1.75,82.59,6.77,22.61,4319.83,491.18,California
1095,5.55,15.9,25.41,5.19,67.15,94.21,60.34,0.7,11.49,5.33,78.85,7.03,17.54,8001.67,996.19,California
1096,9.55,24.31,17.65,6.08,61.59,95.94,53.29,1.04,10.81,4.6,67.74,8.93,37.27,6100.46,721.98,California
1097,8.42,25.02,10.5,9.95,53.26,91.13,60.76,2.09,23.81,9.59,73.08,3.67,23.0,8234.24,867.49,California
1098,6.55,16.45,30.77,4.43,70.44,96.49,47.07,1.81,14.31,2.57,73.69,18.6,15.23,5454.72,482.97,California
1099,33.07,50.28,10.59,8.52,66.04,95.52,48.29,3.24,14.66,2.62,67.99,9.73,65.15,5601.65,1091.39,California
1100,4.15,12.43,21.88,4.34,70.69,85.66,63.59,0.26,12.69,1.53,90.72,2.8,14.54,4223.97,542.11,California
1101,8.72,24.83,10.19,9.13,58.67,89.92,52.92,2.56,21.91,10.46,67.07,3.44,31.32,8835.76,1047.46,California
1102,18.79,39.19,8.39,9.11,55.73,95.96,56.97,1.97,30.63,6.15,65.56,2.5,33.84,4561.76,864.36,California
1103,1.39,3.94,56.7,2.52,56.3,95.7,96.22,1.23,41.72,0.69,79.46,19.01,4.09,1036.87,62.03,California
1104,46.43,69.4,5.26,12.78,58.54,95.78,28.47,3.43,24.51,1.06,31.19,1.85,91.85,6797.4,1496.64,California
1105,6.71,18.58,21.07,6.12,65.24,61.17,72.04,0.28,24.13,1.84,79.72,1.52,26.25,5430.83,756.05,California
1106,3.76,12.06,25.87,3.51,74.07,93.54,75.72,0.49,19.86,1.53,87.27,4.16,13.35,2540.67,624.31,California
1107,7.54,23.71,13.94,7.2,56.08,97.2,50.34,2.45,23.31,1.0,87.99,1.75,11.71,7031.57,444.17,California
1108,1.27,4.1,58.87,2.24,66.71,96.83,76.36,1.02,29.25,0.57,92.78,5.82,3.24,2550.07,82.93,California
1109,4.09,14.84,26.72,3.42,69.86,95.37,76.18,1.13,20.34,3.77,81.7,8.56,17.32,3140.35,605.74,California
1110,3.97,13.82,23.6,4.13,58.93,58.06,63.9,0.95,11.32,0.96,91.35,1.81,13.75,10532.82,741.91,California
1111,3.93,9.73,34.73,4.37,76.77,93.91,87.25,0.58,15.41,12.78,39.81,43.31,10.45,2115.36,324.66,California
1112,9.27,21.12,15.91,4.9,68.64,89.99,47.06,0.0,13.48,5.55,73.53,6.8,29.84,2330.62,485.18,California
1113,13.76,30.65,13.11,7.5,67.43,94.36,31.36,1.09,19.78,8.32,60.62,12.11,34.24,5427.45,1996.15,California
1114,17.12,30.87,15.79,9.99,55.53,96.4,44.63,1.46,13.18,6.87,61.68,15.23,29.86,7356.84,545.75,California
1115,7.82,26.14,12.42,5.18,50.54,93.3,76.81,0.84,29.47,0.52,92.62,0.98,11.0,4654.2,353.83,California
1116,13.93,33.68,8.86,9.27,53.35,94.85,55.68,3.67,28.67,2.39,71.27,9.09,24.43,8838.5,918.89,California
1117,15.28,28.52,23.41,6.93,58.62,91.27,50.59,1.51,28.93,12.18,86.39,1.12,0.68,5508.05,798.39,Kentucky
1118,7.88,23.12,13.14,3.74,72.41,93.95,75.69,0.45,16.14,0.41,98.89,0.39,0.45,2085.03,90.65,Kentucky
1119,18.7,32.58,14.92,9.11,51.69,91.41,65.28,2.12,43.32,12.99,86.4,0.46,0.59,5808.08,1046.93,Kentucky
1120,15.95,30.6,13.39,9.38,55.06,93.18,57.29,5.76,38.49,29.0,69.88,0.6,0.88,4994.55,878.94,Kentucky
1121,31.54,46.73,10.51,9.08,48.33,92.92,58.29,1.05,41.1,8.69,90.79,0.32,0.28,675.73,62.14,Kentucky
1122,13.85,25.81,19.9,6.32,58.75,92.51,60.84,1.01,29.51,7.74,89.84,1.95,0.89,4601.05,450.38,Kentucky
1123,17.48,37.55,9.81,7.63,56.91,90.59,50.78,11.12,47.55,7.67,91.48,0.43,0.65,8580.89,1587.93,Kentucky
1124,21.83,45.84,7.98,8.99,56.78,90.16,45.32,6.68,38.84,3.8,95.48,0.33,0.48,7205.82,1093.88,Kentucky
1125,12.85,32.81,17.23,8.24,54.43,91.17,54.9,15.07,47.35,29.65,69.21,0.73,0.65,5451.18,999.13,Kentucky
1126,12.91,28.16,15.31,7.85,57.2,93.92,60.05,1.36,38.94,6.43,93.0,0.32,0.39,5234.07,275.38,Kentucky
1127,14.51,30.99,14.56,7.51,48.48,90.91,54.38,3.18,47.95,20.89,78.4,0.33,0.57,7681.81,1660.33,Kentucky
1128,4.44,14.51,27.47,2.92,73.86,94.99,68.94,2.13,14.71,6.58,92.38,0.78,0.95,2375.89,395.27,Kentucky
1129,4.8,14.31,30.13,3.09,62.83,96.9,71.61,0.99,35.96,0.37,99.22,0.3,0.36,888.29,61.69,Kentucky
1130,19.51,37.65,11.36,6.17,57.19,94.07,57.57,1.53,26.6,9.67,89.87,0.16,0.4,3147.21,513.59,Kentucky
1131,15.69,32.07,14.23,4.36,61.71,92.85,54.68,5.9,35.09,9.36,89.71,0.6,0.36,6696.33,1165.91,Kentucky
1132,14.58,33.09,16.06,7.91,55.24,93.95,58.1,0.95,36.19,15.61,83.75,0.43,0.54,4263.89,782.85,Kentucky
1133,10.65,22.88,22.66,5.14,64.11,92.9,53.86,2.49,27.16,11.65,87.43,0.57,0.56,4693.02,648.57,Kentucky
1134,15.65,35.12,10.29,5.21,67.06,94.77,63.45,0.37,45.42,4.8,94.68,0.23,0.4,3728.57,471.89,Kentucky
1135,5.79,17.17,13.19,9.78,64.06,86.79,53.16,0.46,31.1,19.74,73.88,4.13,3.94,3451.37,369.08,Kentucky
1136,11.99,29.76,14.24,7.23,46.42,91.9,65.33,3.25,47.82,2.5,97.0,0.32,0.25,3540.51,514.54,Kentucky
1137,14.93,34.99,7.21,6.09,54.76,96.34,69.67,1.99,31.47,14.88,84.64,0.32,0.51,4013.04,632.63,Kentucky
1138,9.92,23.54,14.17,3.33,67.75,95.32,56.21,0.0,9.91,0.91,97.86,0.96,0.77,5286.86,464.08,Kentucky
1139,15.24,33.72,11.83,8.42,58.5,92.89,58.26,0.62,39.16,10.48,88.94,0.31,0.38,5775.5,1292.18,Kentucky
1140,13.01,24.76,27.11,6.93,52.04,93.38,56.96,1.09,28.88,5.9,92.95,0.83,0.7,2950.16,333.19,Kentucky
1141,5.45,17.79,16.17,2.84,74.11,96.91,67.91,1.06,19.68,1.01,98.26,0.38,0.55,3137.58,591.05,Kentucky
1142,31.9,43.59,14.98,5.82,45.7,91.88,57.22,0.53,46.01,4.7,94.74,0.35,0.41,4399.57,566.36,Kentucky
1143,14.49,34.5,16.56,11.05,51.37,90.0,61.74,4.06,39.65,53.52,45.65,0.49,0.43,7371.0,1476.93,Arkansas
1144,8.18,22.43,15.11,3.31,63.1,94.31,63.8,0.34,26.45,0.06,97.72,0.77,1.86,4869.19,204.23,Arkansas
1145,15.88,37.55,10.76,8.34,59.29,94.04,57.74,8.31,28.75,42.15,56.94,0.52,0.5,4421.48,724.95,Arkansas
1146,20.78,39.87,11.26,7.01,55.48,94.03,67.53,4.66,35.38,0.09,99.39,0.18,0.51,3121.66,92.91,Arkansas
1147,13.16,28.18,21.71,5.51,50.94,94.04,59.66,2.11,23.8,4.72,93.97,0.46,1.1,3999.56,76.49,Arkansas
1148,10.86,32.44,16.25,7.53,51.51,89.18,64.14,3.6,55.27,37.7,61.68,0.32,0.48,6273.78,516.96,Arkansas
1149,9.81,26.71,16.74,5.61,61.01,89.69,59.16,1.2,33.66,7.68,86.25,4.09,1.42,7070.97,690.79,Arkansas
1150,14.8,35.62,13.23,6.68,46.71,82.59,59.86,1.96,39.8,15.46,83.11,0.42,1.34,11109.88,872.72,Arkansas
1151,6.11,18.05,30.34,5.26,64.12,89.6,56.21,9.25,36.43,33.98,64.68,0.87,0.76,12364.16,3255.71,Arkansas
1152,13.4,32.59,12.35,7.17,53.39,88.29,59.4,3.81,50.17,31.74,67.21,0.53,0.76,12127.87,1391.58,Arkansas
1153,2.56,12.78,23.47,3.55,72.16,95.16,73.13,2.52,33.89,5.25,93.64,0.47,1.09,4181.35,270.39,Arkansas
1154,17.16,33.68,13.67,8.69,58.42,90.71,47.98,9.67,56.59,38.27,60.06,0.92,1.45,13301.81,2193.23,Arkansas
1155,13.03,29.94,13.68,3.56,65.22,95.2,63.89,1.04,30.38,0.11,97.17,0.98,1.49,3787.76,178.31,Arkansas
1156,10.03,26.96,17.49,5.39,58.79,91.68,58.88,4.85,33.51,23.62,75.32,0.41,0.84,11250.65,1020.91,Arkansas
1157,5.7,17.14,12.18,6.17,68.58,90.49,47.11,0.97,30.02,16.99,79.42,2.3,2.3,5738.22,824.52,Arkansas
1158,19.9,38.35,12.49,15.94,45.35,91.55,52.19,8.43,42.6,56.66,42.52,0.51,0.7,10171.0,1317.64,Arkansas
1159,18.34,34.62,13.1,6.84,59.87,91.76,66.08,4.41,43.53,30.12,69.31,0.21,0.35,7305.32,578.26,Arkansas
1160,11.45,23.73,27.35,7.02,58.69,93.08,55.06,0.57,25.07,10.04,88.82,0.65,0.54,4933.82,267.64,Arkansas
1161,13.22,26.75,21.17,5.1,63.0,92.01,59.93,2.24,36.13,7.95,90.77,0.82,0.53,5265.23,572.35,Arkansas
1162,9.38,23.53,12.43,3.63,62.69,95.18,66.76,4.17,44.91,0.24,97.49,0.87,1.43,3136.19,116.97,Arkansas
1163,16.63,35.44,9.96,7.38,58.11,93.11,67.2,2.77,39.55,1.61,94.27,2.18,1.67,5092.08,105.23,Arkansas
1164,12.71,27.6,29.64,5.68,53.74,92.33,54.7,1.74,45.99,25.66,73.09,0.55,0.81,2911.52,47.11,Arkansas
1165,11.4,27.12,20.76,6.58,58.53,92.71,58.21,0.63,30.9,4.7,93.59,0.73,1.11,5633.92,229.44,Arkansas
1166,13.94,30.0,14.25,5.06,56.97,93.83,70.21,4.35,41.74,4.35,94.87,0.21,0.62,4682.64,460.14,Arkansas
1167,13.12,31.03,17.82,6.84,55.56,91.32,59.43,1.97,45.21,34.08,65.15,0.43,0.39,2618.33,478.35,Arkansas
1168,6.55,21.62,17.59,4.01,68.24,96.21,76.15,0.16,29.89,2.65,95.72,1.04,2.28,3130.42,89.94,Connecticut
1169,8.71,20.02,24.89,3.44,67.54,96.67,81.0,0.26,36.79,1.41,96.54,1.4,2.1,3553.11,78.65,Connecticut
1170,11.86,28.97,26.7,9.25,56.71,90.62,31.78,10.18,32.97,36.14,53.85,2.41,13.22,10988.76,2127.02,Connecticut
1171,3.9,15.75,25.25,2.81,72.71,97.2,87.57,1.55,48.06,1.26,97.99,0.51,0.89,1968.23,53.2,Connecticut
1172,6.22,18.1,23.39,5.5,66.37,93.56,76.17,2.39,44.07,1.52,96.79,1.03,2.31,5457.1,136.48,Connecticut
1173,6.6,17.63,22.86,4.18,67.16,97.1,86.39,2.22,51.11,0.5,98.24,0.99,1.33,2475.6,65.46,Connecticut
1174,4.72,14.02,32.62,4.11,69.39,89.33,68.92,0.43,40.7,1.19,96.96,1.28,1.58,1703.16,71.56,Connecticut
1175,4.43,11.26,48.97,3.8,61.99,94.37,67.81,0.83,45.05,2.13,93.26,3.49,4.42,2326.01,52.25,Connecticut
1176,4.11,11.01,43.07,3.18,64.47,97.29,94.03,4.88,50.41,0.83,96.58,2.37,1.15,6497.31,138.57,Connecticut
1177,7.94,19.73,26.56,5.0,64.74,88.56,68.7,0.88,45.14,0.58,98.5,0.53,1.3,2707.68,47.5,Connecticut
1178,10.96,27.41,15.85,5.13,65.43,93.61,60.55,1.64,31.9,4.29,89.66,0.7,13.69,4526.77,332.0,Connecticut
1179,2.67,5.48,56.03,2.63,70.55,96.76,81.9,1.13,47.92,0.84,97.32,1.68,1.15,1324.5,9.07,Connecticut
1180,8.19,19.84,22.48,4.45,68.29,95.17,71.93,1.3,33.16,1.01,97.13,0.92,3.22,2893.5,87.1,Connecticut
1181,3.27,9.41,46.21,2.84,69.97,96.39,78.69,0.76,47.09,0.93,95.98,2.43,2.01,1908.07,53.7,Connecticut
1182,7.75,16.25,36.0,4.41,63.74,97.73,92.52,1.19,33.33,1.27,96.77,1.68,1.76,4335.25,64.61,Connecticut
1183,4.04,10.87,36.09,4.25,72.06,96.96,91.04,2.35,35.88,1.65,96.61,1.3,2.11,1737.61,99.13,Connecticut
1184,10.08,23.53,26.92,5.4,67.83,92.85,60.09,1.19,37.28,6.57,86.75,3.94,7.69,5201.39,265.95,Connecticut
1185,15.44,35.25,16.67,7.84,60.21,93.3,43.11,2.73,30.81,7.58,81.61,1.79,16.27,6652.17,728.32,Connecticut
1187,8.73,20.88,18.61,4.71,66.91,95.35,71.48,2.2,43.96,0.8,98.04,0.78,1.31,2468.03,214.31,Connecticut
1188,5.83,12.68,46.63,3.96,60.22,95.58,73.68,0.36,23.35,2.18,93.98,2.84,3.15,3845.13,225.99,Connecticut
1189,3.18,14.15,26.46,4.84,72.21,86.1,77.42,0.93,68.35,1.02,96.77,1.03,2.93,1732.65,68.39,Connecticut
1190,6.07,17.51,26.35,3.69,66.69,96.85,88.31,1.92,47.69,2.13,95.77,1.77,1.16,3303.0,84.35,Connecticut
1191,10.97,27.16,12.52,7.55,62.13,95.42,57.76,3.2,44.48,8.28,90.0,0.67,2.58,2952.19,346.99,Connecticut
1192,4.41,12.49,30.49,3.46,66.27,95.26,80.12,3.37,59.13,1.55,96.9,1.21,0.86,1118.88,43.71,Connecticut
1193,2.02,6.95,60.51,3.17,66.91,94.26,82.82,0.71,45.13,1.07,96.97,1.63,2.24,3285.04,121.07,Connecticut
1194,2.29,5.34,62.17,3.83,65.37,95.6,86.31,0.78,36.72,1.01,97.28,1.57,1.33,1336.95,43.13,Connecticut
1195,4.44,11.13,43.58,3.47,67.2,94.9,73.04,1.13,35.6,1.31,96.22,2.08,1.16,4071.35,67.86,Connecticut
1196,7.21,18.81,35.13,5.08,67.95,94.73,57.87,1.37,27.98,17.78,76.28,2.6,9.77,5005.64,500.94,Connecticut
1197,7.84,20.48,29.54,4.69,70.65,94.84,61.98,3.79,37.8,15.48,79.29,1.65,9.37,4981.58,412.91,Connecticut
1198,7.74,22.67,16.3,4.62,70.09,96.53,76.17,0.58,26.9,1.5,96.16,1.73,1.32,2214.86,137.42,Connecticut
1199,5.23,16.4,27.78,4.18,76.01,89.66,79.26,0.46,57.93,0.68,98.52,0.4,1.33,1507.54,55.83,Connecticut
1200,9.02,22.22,21.25,4.97,62.31,95.82,79.75,5.82,48.81,7.89,90.07,0.81,3.59,4374.02,199.45,Connecticut
1201,6.88,16.88,23.93,4.44,68.34,95.94,79.48,5.31,34.35,0.97,97.11,1.29,2.48,1514.7,43.35,Connecticut
1202,5.61,13.97,31.53,3.09,67.87,95.52,75.22,0.88,58.33,2.51,95.78,1.2,1.82,3269.63,134.26,Connecticut
1203,7.43,18.96,25.68,3.5,72.64,95.21,57.58,0.98,30.11,2.26,94.83,1.96,2.01,2263.52,204.28,Connecticut
1204,6.97,15.22,32.38,3.83,64.65,94.95,70.21,1.37,35.28,8.69,88.92,1.78,2.02,3987.64,177.06,Connecticut
1205,17.99,38.91,12.28,10.62,57.72,91.44,44.15,13.77,46.18,26.6,58.54,2.32,26.5,8455.77,1908.96,Connecticut
1206,12.83,27.5,15.67,5.1,64.44,91.57,62.7,0.47,63.62,1.68,96.72,1.23,1.06,2903.31,239.72,Connecticut
1207,6.19,21.15,15.56,5.82,68.79,95.2,89.02,0.0,61.97,1.57,97.58,0.42,1.04,2718.1,216.29,Connecticut
1208,3.54,11.63,31.93,2.31,77.76,97.59,89.4,0.0,41.75,2.3,94.57,2.54,1.67,1777.07,108.52,Connecticut
1209,12.45,31.09,7.3,7.86,64.6,93.52,67.77,2.6,56.65,0.46,98.31,0.55,1.48,1239.16,117.03,Connecticut
1210,18.0,40.56,14.44,10.73,54.05,91.74,23.61,6.24,25.51,38.89,39.98,1.45,31.59,12328.9,2288.32,Connecticut
1211,4.02,11.06,42.74,3.53,63.75,97.09,85.17,0.8,30.4,3.9,93.06,1.89,2.76,2195.73,30.76,Connecticut
1212,15.26,33.18,14.11,7.77,59.92,91.44,49.02,7.0,36.35,12.97,79.55,0.72,13.38,7883.27,566.06,Connecticut
1213,10.09,23.77,19.95,5.12,68.57,96.44,78.16,3.36,42.91,0.74,98.12,0.79,1.2,3093.72,204.98,Connecticut
1214,8.09,20.84,21.82,3.83,70.49,96.6,80.58,1.45,36.57,0.91,97.97,0.68,1.32,2831.8,59.64,Connecticut
1215,10.02,26.18,13.58,5.28,66.15,95.62,59.52,2.04,24.7,8.39,86.8,2.22,5.96,4329.75,384.07,Connecticut
1216,1.85,6.27,59.34,3.31,63.72,96.18,85.64,1.57,36.61,0.41,97.15,2.04,1.87,3789.93,27.07,Connecticut
1217,8.24,23.93,16.74,4.76,69.52,95.13,69.23,0.28,22.59,2.4,95.94,0.93,2.13,2940.5,86.15,Connecticut
1218,12.91,28.15,16.42,7.15,61.05,91.17,52.73,1.31,49.31,5.28,91.32,1.07,3.11,3993.92,543.6,Connecticut
1219,6.93,17.95,28.33,4.59,68.42,96.14,79.72,0.0,33.42,17.23,79.02,2.38,3.43,2574.6,82.59,Connecticut
1220,2.33,8.6,43.2,3.69,71.78,92.48,84.29,1.2,73.29,0.55,98.01,0.85,1.55,2662.35,44.79,Connecticut
1221,9.52,19.99,28.27,3.46,59.41,97.03,79.48,0.31,26.56,1.14,97.54,0.78,1.65,2675.23,210.28,Connecticut
1222,3.9,13.47,27.36,4.23,74.11,93.32,84.84,6.54,70.0,0.78,98.37,0.25,1.17,2238.08,87.96,Connecticut
1223,10.54,22.74,26.44,4.43,67.72,92.92,50.74,1.25,34.04,11.1,85.43,1.93,3.3,4878.56,220.58,Connecticut
1224,11.19,24.65,17.95,7.97,62.63,89.49,36.91,5.01,28.7,16.84,72.98,2.15,12.12,6471.57,710.78,Connecticut
1225,3.45,11.43,39.72,4.61,67.53,94.5,88.82,1.26,41.67,0.99,97.31,1.28,1.69,1858.44,28.45,Connecticut
1226,5.13,13.56,32.18,5.14,71.79,96.5,74.98,1.34,28.12,1.27,96.04,2.18,2.14,1173.76,95.47,Connecticut
1227,7.21,18.6,31.0,4.72,64.69,96.59,77.79,3.03,50.76,41.49,55.61,1.39,3.03,4101.51,446.04,Connecticut
1228,7.38,18.15,22.31,4.4,61.89,94.55,84.5,2.99,55.11,2.07,95.9,1.39,1.73,4711.48,336.13,Connecticut
1229,9.51,21.84,17.02,5.21,69.06,94.97,67.13,0.83,44.17,1.85,96.23,0.86,3.1,2676.96,80.73,Connecticut
1230,5.45,14.72,31.9,2.38,70.65,92.54,65.85,0.38,21.32,2.6,95.22,1.61,1.97,3325.09,96.55,Connecticut
1231,1.83,5.11,62.6,2.77,62.41,94.84,79.24,0.28,48.02,1.29,96.46,1.95,1.38,1637.81,49.63,Connecticut
1232,3.02,9.47,41.24,4.14,71.79,92.25,87.59,1.45,35.18,0.72,97.22,1.69,1.56,2450.09,55.84,Connecticut
1233,2.96,7.26,52.37,2.09,67.16,93.99,83.73,0.0,35.86,0.93,97.24,1.51,0.85,1791.99,43.01,Connecticut
1234,10.27,25.33,13.76,3.73,69.63,95.02,78.63,4.41,48.9,0.37,98.93,0.4,0.94,2408.84,90.74,Connecticut
1235,5.9,16.38,24.89,3.7,68.42,95.58,59.48,1.25,40.04,3.88,93.5,1.68,2.38,5670.54,462.3,Connecticut
1237,11.01,28.15,15.09,7.2,63.97,94.4,57.94,2.03,29.15,2.47,94.85,0.77,4.42,4180.84,190.79,Connecticut
1238,8.49,25.52,17.18,5.45,65.53,93.85,56.06,0.86,24.44,12.43,84.12,2.03,3.57,5144.94,285.73,Connecticut
1239,1.33,5.95,54.76,2.57,66.85,97.14,82.53,0.61,30.49,2.28,94.74,2.67,0.74,3540.47,112.5,Ohio
1240,8.47,31.19,7.88,8.67,51.76,94.47,64.26,3.39,42.84,5.26,94.08,0.29,0.33,4672.83,734.61,Ohio
1241,3.26,9.16,47.0,4.65,60.44,97.45,77.25,0.0,42.96,16.34,81.75,1.53,1.0,1948.46,237.45,Ohio
1242,9.68,30.32,9.41,10.98,55.48,92.53,61.48,3.38,57.42,4.22,94.72,0.45,0.85,6403.36,212.87,Ohio
1243,8.57,26.84,14.06,9.92,55.56,92.09,60.65,13.37,48.67,19.7,76.96,1.05,3.97,7910.25,984.96,Ohio
1244,3.8,11.01,37.21,3.13,69.01,96.25,86.08,0.22,51.43,0.92,96.35,2.34,1.02,3498.22,94.97,Ohio
1245,8.16,25.83,13.65,5.41,55.46,97.29,82.69,2.27,40.91,2.55,97.01,0.28,0.36,3389.19,452.4,Ohio
1246,9.79,31.67,10.88,8.74,53.25,92.17,55.8,8.42,46.39,17.38,81.61,0.51,0.65,7742.79,1497.92,Ohio
